trace_id,span_id,service_name,db_system,db_statement,tables
fa894baec89b424ea8adad96ea6ab370,ce3f571f3b354646,order-service,sql,UPDATE orders,orders
fa894baec89b424ea8adad96ea6ab370,ba6d1621294146ed,order-service,sql,SELECT products,
00806b2e9d8d4f3695e481ffa5e75643,085f4b11f1c0426e,order-service,sql,INSERT orders,
00806b2e9d8d4f3695e481ffa5e75643,96eb23e45360463a,order-service,sql,SELECT payments,
00806b2e9d8d4f3695e481ffa5e75643,64e1fed5f0ef425a,order-service,sql,UPDATE orders,orders
8c2382463e0c42a3b0dbd2fda746ed2c,869d9c08407d49f7,order-service,sql,INSERT payments,
fe7e4048d8894c02b87f0151bc0ba25f,b2e957df38284fa4,order-service,sql,SELECT payments,
fe7e4048d8894c02b87f0151bc0ba25f,c726dcdb16a34281,order-service,sql,INSERT payments,
fe7e4048d8894c02b87f0151bc0ba25f,2d617c8a73ac423c,order-service,sql,UPDATE payments,payments
1f8ddc532e9b481daa64d1ad1d5a2fd2,cde1933c6e404a4c,order-service,sql,UPDATE products,products
cd061306e2744accbce6017bbf68d195,d89196f8c78e445d,order-service,sql,UPDATE orders,orders
428acae073474830a9af2d32b67e96c5,b8855b69505340c0,order-service,sql,SELECT orders,
f49aaae84d114785bff0d87949181004,812fa9686ee743e7,order-service,sql,INSERT orders,
f49aaae84d114785bff0d87949181004,c5194eacfd694869,order-service,sql,SELECT payments,
142f976989cc466188f2f3869ede8622,8bf17caff5054174,order-service,sql,UPDATE payments,payments
142f976989cc466188f2f3869ede8622,edde85686aa847c8,order-service,sql,INSERT payments,
142f976989cc466188f2f3869ede8622,6ec1f17624af404a,order-service,sql,UPDATE products,products
df20a445bf2e44dc83413c673aca505f,bb3d928f2c8f44f8,order-service,sql,UPDATE products,products
df20a445bf2e44dc83413c673aca505f,7ef32fc7c20441b0,order-service,sql,INSERT payments,
25211783b6e44ac3b0d54ac88aebdf71,bdaae258eff9436b,order-service,sql,UPDATE orders,orders
25211783b6e44ac3b0d54ac88aebdf71,056669d4e14a4885,order-service,sql,SELECT orders,
25211783b6e44ac3b0d54ac88aebdf71,6884d46a92024afb,order-service,sql,SELECT products,
63bf07ef4990487792a831f4fee259ad,e0486bf7d0084a6c,order-service,sql,INSERT payments,
ebf11c73bef14937aafea2af60884688,f18e09a4d25b44ed,order-service,sql,UPDATE orders,orders
ebf11c73bef14937aafea2af60884688,d5670be9e9b84838,order-service,sql,UPDATE products,products
ebf11c73bef14937aafea2af60884688,ac6d497be0d841da,order-service,sql,SELECT orders,
f7ad0ade66854ec1bd8c13d44e61912c,4b9c41bc924849a7,order-service,sql,UPDATE payments,payments
7ebf669f4b194416ae7a29cd462941a4,1631efe0b84e4252,order-service,sql,SELECT orders,
7ebf669f4b194416ae7a29cd462941a4,d492e4e670864660,order-service,sql,UPDATE payments,payments
6fe9296f48034b65878b5f79763a29ae,c207e79bd8e847d9,user-service,sql,UPDATE users,users
6fe9296f48034b65878b5f79763a29ae,cb7487e06cee4fdd,user-service,sql,UPDATE users,users
6fe9296f48034b65878b5f79763a29ae,9297e456faa94326,user-service,sql,INSERT profiles,
2ed05fa627f4424a929a608e44333036,6ff9e58a3e1c4b93,user-service,sql,INSERT users,
f4d4a36d7a4f48b798a1a936f72de905,0d0172a601834856,user-service,sql,UPDATE profiles,profiles
f4d4a36d7a4f48b798a1a936f72de905,34b633e1c3004a32,user-service,sql,UPDATE users,users
467bd692ea324620b048f9c49a91c429,b8400e3a3bc44260,user-service,sql,INSERT users,
467bd692ea324620b048f9c49a91c429,602d5da460d84bc1,user-service,sql,UPDATE profiles,profiles
467bd692ea324620b048f9c49a91c429,77313e841d4148ab,user-service,sql,UPDATE profiles,profiles
5b65a769351f4692b27c3d9a95afb658,97766b12d6a049d5,user-service,sql,UPDATE profiles,profiles
5b65a769351f4692b27c3d9a95afb658,a318b794bf654494,user-service,sql,SELECT users,
33049a986f73414a9629963bb1201deb,19523419779d4b7e,user-service,sql,UPDATE users,users
33049a986f73414a9629963bb1201deb,ba5becf33c8149ba,user-service,sql,SELECT profiles,
0c731684719b40aa9007646f31f83880,cefc135899bf47f6,user-service,sql,UPDATE profiles,profiles
0c731684719b40aa9007646f31f83880,d90cb77151cd488c,user-service,sql,INSERT profiles,
0c731684719b40aa9007646f31f83880,0e4252e95c854268,user-service,sql,INSERT profiles,
f73c31783d614e8a9e4515fbdaa2e9df,96c9a2c06b9c4135,user-service,sql,UPDATE profiles,profiles
f73c31783d614e8a9e4515fbdaa2e9df,95e5233958514ab7,user-service,sql,UPDATE users,users
60109abbf38c47879ddbe0d6ac9d8300,8a3befd276324e4f,user-service,sql,INSERT users,
60109abbf38c47879ddbe0d6ac9d8300,45e2c3bae5cf4d8d,user-service,sql,UPDATE users,users
2034b4d0cc7e41eca5f2f64eb5d8e47e,7f524515bc6b4a95,user-service,sql,INSERT users,
8ee76c0b94c8411d82f90546b188f087,edbb14e504424186,user-service,sql,SELECT users,
3782a963c584456e8e0026b1d9e6a436,5915d77851694c25,user-service,sql,UPDATE profiles,profiles
816147205f2d43808cc7ff159f25d396,4704c94f338d429e,user-service,sql,INSERT users,
f300587ebcc142a5be71df8b3e46c1a6,81679390d7524b08,user-service,sql,SELECT profiles,
f300587ebcc142a5be71df8b3e46c1a6,4f7c1b383ec545e6,user-service,sql,SELECT users,
f300587ebcc142a5be71df8b3e46c1a6,1bb2ecd542d44c0d,user-service,sql,INSERT users,
887b51b9e1aa4745b7f30dd5235afbb4,d45f5b93ed844209,user-service,sql,INSERT users,
79c590fb25844728a02ace8b8296c0b0,e27bb72f6bc042e7,user-service,sql,INSERT profiles,
22bb1bbe3a09456ab30363a3be42a3f9,fb5c7b67e00e4bdd,user-service,sql,UPDATE profiles,profiles
1bdf16637069473787c432cf65ac921e,a4caec3b8961408c,user-service,sql,SELECT profiles,
1bdf16637069473787c432cf65ac921e,3985c749329c46f5,user-service,sql,SELECT profiles,
22dee0938a354138ab18147fc92cbd82,361f36f955aa443b,user-service,sql,INSERT profiles,
5ff308068a7b470e8960b578e4762298,cd2b0a5563ac46d3,user-service,sql,SELECT profiles,
