trace_id,span_id,service_name,db_system,db_statement,tables
3e48b8f138ba58bb2cb0b73c8c0c6b5a,f917b6b058a564fd,scenario2,postgresql,SELECT * FROM employees,employees
d1e85f340480ae8da45e1dbb21d63336,66aa5e3d3c75105c,scenario2,postgresql,SELECT * FROM employees,employees
d1e85f340480ae8da45e1dbb21d63336,f0e2678e3c892a89,scenario2,postgresql,SELECT * FROM customers,customers
d1e85f340480ae8da45e1dbb21d63336,04bfd4c1cadcfa3f,scenario2,postgresql,SELECT * FROM products,products
d1e85f340480ae8da45e1dbb21d63336,12a4cb197c196264,scenario2,postgresql,SELECT * FROM orders,orders
dfe013c3ab2540bafb0f8e58d3f54efc,dee84cb477741a95,scenario2,postgresql,SELECT * FROM customers,customers
dfe013c3ab2540bafb0f8e58d3f54efc,89c9f37acae62817,scenario2,postgresql,SELECT * FROM products,products
dfe013c3ab2540bafb0f8e58d3f54efc,9b39b52622dcec46,scenario2,postgresql,SELECT * FROM orders,orders
dfe013c3ab2540bafb0f8e58d3f54efc,3f76d2172a944c8d,scenario2,postgresql,SELECT * FROM employees,employees
34c494da393c9558ec0ebb64c5d6c736,f0c899960165dd5d,scenario2,postgresql,SELECT * FROM customers,customers
34c494da393c9558ec0ebb64c5d6c736,e18190246ac33b53,scenario2,postgresql,SELECT * FROM products,products
34c494da393c9558ec0ebb64c5d6c736,fda3c30eb3e52ac9,scenario2,postgresql,SELECT * FROM orders,orders
34c494da393c9558ec0ebb64c5d6c736,b7d1bd2d0105ee92,scenario2,postgresql,SELECT * FROM employees,employees
7aaf9c1c5309e1e24619895bbc12de52,2bc6b7b3340a99d8,scenario2,postgresql,SELECT * FROM products,products
7aaf9c1c5309e1e24619895bbc12de52,4381b7e0757b8a93,scenario2,postgresql,SELECT * FROM orders,orders
7aaf9c1c5309e1e24619895bbc12de52,c83fa3be81174d15,scenario2,postgresql,SELECT * FROM employees,employees
7aaf9c1c5309e1e24619895bbc12de52,0a0a7994da8c6837,scenario2,postgresql,SELECT * FROM customers,customers
f56486a0ce0a13f024f4198490ec9513,e21bb458222544e8,scenario2,postgresql,SELECT * FROM customers,customers
f56486a0ce0a13f024f4198490ec9513,fc1ac90eb40fd3c3,scenario2,postgresql,SELECT * FROM products,products
f56486a0ce0a13f024f4198490ec9513,985edd422db0996f,scenario2,postgresql,SELECT * FROM orders,orders
f56486a0ce0a13f024f4198490ec9513,3aa8829b0e73a5d9,scenario2,postgresql,SELECT * FROM employees,employees
92f84fd0e38b627613bc24ecd07cd52b,b437a7bcb5ffe028,scenario2,postgresql,SELECT * FROM orders,orders
92f84fd0e38b627613bc24ecd07cd52b,84aa5f65336878e8,scenario2,postgresql,SELECT * FROM employees,employees
92f84fd0e38b627613bc24ecd07cd52b,d1bebe39f941ca3c,scenario2,postgresql,SELECT * FROM customers,customers
92f84fd0e38b627613bc24ecd07cd52b,6b7eebc93679ede3,scenario2,postgresql,SELECT * FROM products,products
de983fd7696c80fd76efc15cb62f5006,a48581a68fb553ab,scenario2,postgresql,SELECT * FROM customers,customers
de983fd7696c80fd76efc15cb62f5006,a5d2d542f6741ac4,scenario2,postgresql,SELECT * FROM products,products
de983fd7696c80fd76efc15cb62f5006,f67cc3224afedb1c,scenario2,postgresql,SELECT * FROM orders,orders
de983fd7696c80fd76efc15cb62f5006,26c37cb9938125d9,scenario2,postgresql,SELECT * FROM employees,employees
9946ad2dd66b9a3c9d5719015716429f,fa1d2420fbc972b8,scenario2,postgresql,SELECT * FROM products,products
9946ad2dd66b9a3c9d5719015716429f,cff84a59a1cdc949,scenario2,postgresql,SELECT * FROM orders,orders
9946ad2dd66b9a3c9d5719015716429f,27ce26a973397971,scenario2,postgresql,SELECT * FROM employees,employees
9946ad2dd66b9a3c9d5719015716429f,1be3a2cea0b79bba,scenario2,postgresql,SELECT * FROM customers,customers
9f056865be7522f51769b96875a93100,16549c2b105c902f,scenario2,postgresql,SELECT * FROM customers,customers
9f056865be7522f51769b96875a93100,87b9ce5701d04009,scenario2,postgresql,SELECT * FROM products,products
9f056865be7522f51769b96875a93100,cbf131b6c37fcba2,scenario2,postgresql,SELECT * FROM orders,orders
9f056865be7522f51769b96875a93100,2cd82790281d835e,scenario2,postgresql,SELECT * FROM employees,employees
